Versión,Autor,Descripción,Fecha,Revisado,Revisado por
1.0,"Jorge Guerrero Díaz, Arisbeth Aguirre Pontaza, Fabián Enrique Avilés Cortés, Ricardo Nuñez Alanis, Cristian Rico, Emiliano Vásquez Olea, Andres, Olivia Araceli Morales Quezada",Impact mapping primera version,,Reviewed,Alex y Dennisse
