Versión,Autor,Descripción,Fecha,Revisado,Revisado por
1.0,"Emiliano Vásquez Olea, Jorge Guerrero Díaz, Arisbeth Aguirre Pontaza, Ricardo Nuñez Alanis, Fabián Enrique Avilés Cortés, Cristian Rico, Andres, Olivia Araceli Morales Quezada",Creación del pain/gain map,,Not reviewed,
